"https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link","Tipo","Provincia","Localidad","Barrio","Domicilio","Cód. Postal","Cuit","Telefono","Ap.Vacuna","Ap.Vacuna Menor"
"Farmacia Ecofarma","Farmacia","Buenos Aires","Pinamar","","Av. Constitución 1781","7167","20-25569236-5","","No","No"
"Farmacia Osvaldini","Farmacia","Buenos Aires","Pinamar","","Del Lenguado 1296","7167","30-71536826-5","","Si","Si"
"Lopez-fariña","Farmacia","Buenos Aires","Pinamar","","Av. Enrique Shaw 351","7167","30-71078157-1","","Si","Si"
"Miguel ","Farmacia","Buenos Aires","Platanos","","C. 44 5805","1861","20-29812065-9","","No","No"
"Farmacia Nueva Derqui","Farmacia","Buenos Aires","Presidente Derqui","","Medrano 218","1635","27-32996931-8","","No","No"
"Farmacia Raspo Derqui","Farmacia","Buenos Aires","Presidente Derqui","","Avenida de Mayo 297","1635","27-10947452-0","","No","No"
"Farmacia Curie","Farmacia","Buenos Aires","Punta Alta","","25 de Mayo 571","8109","27-12802330-0","","Si","Si"
"Farmacia El Aguila","Farmacia","Buenos Aires","Punta Alta","","Bernardo De Irigoyen 111","8109","23-36794745-4","","No","No"
"Farmacia Zandonadi","Farmacia","Buenos Aires","Punta Alta","","Brown 151","8109","20-17478960-7","","Si","No"
"Galeno Punta Alta","Farmacia","Buenos Aires","Punta Alta","","Mitre 913","8109","30-71133712-8","","No","No"
"Villate","Farmacia","Buenos Aires","Quequen","","C. 517 1365","7631","27-26172037-5","","Si","No"
"Di Ilio","Farmacia","Buenos Aires","Quilmes","","Azcuénaga 2002,","878","27-18163327-7","","Si","Si"
"Curado","Farmacia","Buenos Aires","Quilmes","","Mitre 402","1878","27-92867854-2","","Si","Si"
"Farmacia Feldman ","Farmacia","Buenos Aires","Quilmes","","Avenida Carlos Pellegrini 48, Quilmes, Provincia de Buenos Aires, Argentina","1878","27-20666419-9","","No","No"
"Farmacia Fialco","Farmacia","Buenos Aires","Quilmes","","Av. La Madrid 338","1878","30-68938628-4","","No","No"
"Farmacia Gregori","Farmacia","Buenos Aires","Quilmes","","Carlos Pellegrini 502","1878","27-05711449-0","","No","No"
"Farmacia Pellegrino","Farmacia","Buenos Aires","Quilmes","","José Craviotto 3527","1878","27-24439841-9","","No","No"
"Farmacia Villari","Farmacia","Buenos Aires","Quilmes","","HUMBERTO PRIMO 570","1878","27-18039128-8","","No","No"
"Farmaplus 35 (prieto)","Farmacia","Buenos Aires","Quilmes","","Alsina 127","1878","30-70797740-6","","No","No"
"Maga Shop Moreno ","Farmacia","Buenos Aires","Quilmes","","Moreno 745","1878","30-71168693-9","","Si","No"
"Nueva Era","Farmacia","Buenos Aires","Quilmes","","Av. Mitre 801","1878","30-71490316-7","","Si","Si"
"Sanchez","Farmacia","Buenos Aires","Quilmes","","AVENIDA VICENTE LOPEZ 1400 ","1878","27-14103066-9","","Si","Si"
"Soy A. Baranda Central","Farmacia","Buenos Aires","Quilmes","","Andrés Baranda 200, Quilmes, Provincia de Buenos Aires, Argentina","B1878DKB","30-57027605-7","","No","No"
"Soy Sanar 12","Farmacia","Buenos Aires","Quilmes","","Andrés Baranda 1177, Quilmes, Provincia de Buenos Aires, Argentina","1879","30-71135342-5","","No","No"
"Soy Sanar 2","Farmacia","Buenos Aires","Quilmes","","Avenida Calchaquí 5186, Ezpeleta Oeste, Quilmes, Provincia de Buenos Aires, Argentina","B1878TIC","33-70896054-9","","No","No"
"Soy Sanar 52 Centro","Farmacia","Buenos Aires","Quilmes","","Avenida Hipólito Yrigoyen 321, Buenos Aires, Argentina","1878","30-71520869-1","","No","No"
"Tallarico ","Farmacia","Buenos Aires","Quilmes","","Triunvirato 1654","1879","30-71837478-9","","Si","Si"
"Vacunatorio Fundacion Doctor Mario Socolinsky Mitre (Proteger Vacunacion)","Vacunatorio","Buenos Aires","Quilmes","","Av. Mitre 803","1878","30-65282353-6","","Si","No"
"Castelli Diego","Farmacia","Buenos Aires","Rafael Calzada","","Colón 3351","1847","20-20682741-7","","No","No"
"Colon","Farmacia","Buenos Aires","Rafael Calzada","","20 de septiembre 1746","1704","20-14877400-6","","Si","Si"
"Farmacia Nueva Castelli","Farmacia","Buenos Aires","Rafael Calzada","","Coronel Arias 2031","1847","20-22717850-8","","No","No"
"Farmacia Syc","Farmacia","Buenos Aires","Rafael Calzada","","Av. San Martín 3241","1847","33-70880629-9","","No","No"
"Farmacia Duplofarm","Farmacia","Buenos Aires","Rafael Castillo","","AV. CRISTIANIA 205","1755","30-71623152-2","","Si","Si"
"Basso","Farmacia","Buenos Aires","Ramallo","","Av. Gral. San Martín 531","2914","27-17285684-0","","No","No"
"Saba","Farmacia","Buenos Aires","Ramallo","","Av. Gral. San Martín 1286, B2914 Ramallo, Provincia De Buenos Aires","2915","23-33851997-4","","No","No"
"Caldarelli","Farmacia","Buenos Aires","Ramos Mejia","","Av. Gral. San MartíN 1631, B1704abd Ramos MejíA, Provincia De Buenos Aires","1704","30-70995793-3","","Si","No"
"Carbone","Farmacia","Buenos Aires","Ramos Mejia","","Cnel. Brandsen 1081","1704","27-17759683-9","","No","No"
"Central Oeste - Social Ramos Mejia","Farmacia","Buenos Aires","Ramos Mejia","","Avenida De Mayo 39","1704","30-68600927-7","","Si","No"
"Central Oeste Avenida","Farmacia","Buenos Aires","Ramos Mejia","","AVENIDA DE MAYO 427","1704","30-71429791-7","","Si","No"
"Central Oeste Para Ti","Farmacia","Buenos Aires","Ramos Mejia","","RIVADAVIA AVDA. 14002","1704","30-71428259-6","","No","No"
"Central Oeste Ramos ","Farmacia","Buenos Aires","Ramos Mejia","","AVENIDA DE MAYO 899","1704","30-70827792-0","","No","No"
"Dodera","Farmacia","Buenos Aires","Ramos Mejia","","BARTOLOMÉ MITRE 71","1704","20-92326435-4","","No","No"
"Estudiantil","Farmacia","Buenos Aires","Ramos Mejia","","RIVADAVIA AVDA 13236","1704","30-70346516-8","","No","No"
"Farmacia Brikman","Farmacia","Buenos Aires","Ramos Mejia","","BALCARCE 1197","1704","23-14102216-4","","Si","Si"
"Farmacia Cuadra","Farmacia","Buenos Aires","Ramos Mejia","","Avenida de Mayo 1857","1704","27-20349187-0","","No","No"
"Farmacia Dr. Salud","Farmacia","Buenos Aires","Ramos Mejia","","AV. VILLEGAS 497 ESQUINA ARRIOLA","1704","30-70897715-9","","Si","Si"
"Farmacia Rosenfeld S.C.S","Farmacia","Buenos Aires","Ramos Mejia","","ALVARADO 896","1704","30-71480577-7","","Si","Si"
"Farmacia Turek","Farmacia","Buenos Aires","Ramos Mejia","","BOLIVAR 1364","1704","20-25332550-0","","No","No"
"Marin","Farmacia","Buenos Aires","Ramos Mejia","","J.L. Pereyra 210","1704","30-71741636-4","","Si","No"
"Melaragno","Farmacia","Buenos Aires","Ramos Mejia","","Av. De Mayo 2296, B1704 Ramos Mejía, Provincia De Buenos Aires","1704","27-18458967-8","","Si","Si"
"San Juan","Farmacia","Buenos Aires","Ramos Mejia","","DR. ARDOINO 640","1704","30-71595708-2","","No","No"
"Su Farmacia Triunvirato 1265 S.C.S.","Farmacia","Buenos Aires","Ramos Mejia","","Medrano 859","1704","30-70901931-3","","No","No"
"Vacunatorio Fundacion Doctor Mario Socolinsky Moreno(Proteger Vacunacion)","Vacunatorio","Buenos Aires","Ramos Mejia","","MORENO 288","1704","30-65282353-6","","Si","No"
"Farmacia O'Donnell","Farmacia","Buenos Aires","Ranelagh","","CALLE 316 NRO 1983 - Ranelagh, Buenos Aires","1886","20-24343785-8","","Si","No"
"Farmacia Dean","Farmacia","Buenos Aires","Rauch","","AV SAN MARTIN 1040","7203","27-30954833-2","","No","No"
"Volzone","Farmacia","Buenos Aires","Rauch","","Cnel. Suárez 53,b7203aqb B7203aqf, B7203aqa Rauch, Provincia De Buenos Aires","7203","27-12314112-7","","Si","No"
"Farmacia La Farma","Farmacia","Buenos Aires","Remedios De Escalada","","HIPOLITO YRIGOYEN 6053","1826","30-58570436-5","","Si","Si"
"Ramirez","Farmacia","Buenos Aires","Remedios De Escalada","","Uriarte 101","1828","27-17062242-7","","No","No"
"Uom (Lanus Union Escalada)","Farmacia","Buenos Aires","Remedios De Escalada","","Avenida Hipolito Yrigoyen 6501, Remedios de Escalada, Provincia de Buenos Aires, Argentina","1826","30-71107635-9","","No","No"
"Openfarma Sucursal Delta","Farmacia","Buenos Aires","Rincon De Milberg","","Avenida Santa María de las Conchas 4793","1624","30-71240030-3","","No","No"
"Farmacia Fermanelli ","Farmacia","Buenos Aires","Ringuelet","","Av. 520 763, B1901 Ringuelet, Provincia De Buenos Aires, Argentina","1901","27-22022030-9","","No","No"
"Delbaldo","Farmacia","Buenos Aires","Rojas","","General Paz 164","2705","27-16475034-0","","Si","Si"
"Montenovo","Farmacia","Buenos Aires","Rojas","","Dardo Rocha 235","2705","27-17609384-1","","Si","Si"
"Argentina","Farmacia","Buenos Aires","Roque Perez","","Mitre, Sarmiento Y, B7245 Roque Pérez","7245","27-33348715-8","","Si","Si"
"Schiavi","Farmacia","Buenos Aires","Roque Perez","","Mitre 1257","7245","20-13209259-2","","No","No"
"Abelenda","Farmacia","Buenos Aires","Saladillo","","Rivadavia 3846","7260","30-71546685-2","","Si","No"
"Farmacia Cartelle","Farmacia","Buenos Aires","Saladillo","","MORENO 2734","7260","27-17209281-6","","No","No"
"Farmacia Demaria S.C.S. (Farmacia Demaria)","Farmacia","Buenos Aires","Saladillo","","AV RIVADAVIA 3188","7260","30-52780758-8","","No","No"
"Farmacia Juan Martin","Farmacia","Buenos Aires","Saladillo","","CABRAL 3227","7260","20-10841229-2","","Si","Si"
"Farmacia Orianda","Farmacia","Buenos Aires","Saladillo","","Av. Belgrano 3498","7260","27-33262835-1","","Si","No"
"Marcos","Farmacia","Buenos Aires","Saladillo","","Mitre 2798","7260","20-20033258-0","","Si","No"
"Saladillo","Farmacia","Buenos Aires","Saladillo","","RIVADAVIA 3158","7260","30-71647514-6","","No","No"
"San Andres Golf","Farmacia","Buenos Aires","San Andres","","Enrique Marengo 3100","1651","27-24313434-5","","No","No"
"Farmacia Mascardi","Farmacia","Buenos Aires","San Andres De Giles","","Urquiza 1073","6720","20-22257774-9","","Si","Si"
"Farmacia Modelo De Giles S.c.s.","Farmacia","Buenos Aires","San Andres De Giles","","Moreno 620, San Andres De Giles, Provincia De Buenos Aires","6720","30-66624725-2","","No","No"
"Farmacia Berola","Farmacia","Buenos Aires","San Antonio De Areco","","Alsina 550","2760","27-13286534-0","","No","No"
"Farmacia Risolino","Farmacia","Buenos Aires","San Antonio De Areco","","Arellano 249 ","2760","27-23096085-8","","No","No"
"Rodriguez Scheys","Farmacia","Buenos Aires","San Antonio De Areco","","Avenida Vieytes 549, San Antonio de Areco, Buenos Aires Province, Argentina","2760","27-21501053-3","","No","No"
"Aparicio","Farmacia","Buenos Aires","San Antonio De Padua","","AVENIDA PTE J D PERON 23870","1718","30-71160045-7","","No","No"
"Botica Noguera","Farmacia","Buenos Aires","San Antonio De Padua","","Pedro Noguera 2045","1718","33-71597386-9","","Si","Si"
"Central Oeste - Antigua Farmacia Noguera ","Farmacia","Buenos Aires","San Antonio De Padua","","NOGUERA 23","1718","30-70745496-9","","No","No"
"Farmacia Guercio","Farmacia","Buenos Aires","San Antonio De Padua","","Int. Mendiluce 1608","1718","27-13522708-6","","Si","Si"
"Nuova Farmacia Varrone","Farmacia","Buenos Aires","San Antonio De Padua","","Pedro Noguera 600, B1718 San Antonio De Padua, Provincia De Buenos Aires, Argentina","1718","30-69705706-0","","Si","Si"
"Sullivan","Farmacia","Buenos Aires","San Antonio De Padua","","Sullivan 1484, B1718 San Antonio De Padua, Provincia De Buenos Aires","1718","30-70533923-2","","Si","No"
"Farmacia Filgueira Chiozza","Farmacia","Buenos Aires","San Bernardo","","CHIOZZA 2428","6561","20-05255910-4","","No","No"
"Farmafil","Farmacia","Buenos Aires","San Bernardo","","Chiozza 2686","3265","30-71556250-9","","No","No"
"Siano","Farmacia","Buenos Aires","San Bernardo","","Chiozza 1755","7111","27-17263320-5","","No","No"
"Farmacia Gomez Arrospide","Farmacia","Buenos Aires","San Carlos Bolivar","","B6550 San Carlos De Bolivar, Provincia De Buenos Aires, Argentina","6550","27-17865742-4","","Si","Si"
"Argentina","Farmacia","Buenos Aires","San Cayetano","","Rivadavia 171","7521","30-66642585-1","","No","No"
"Canal San Fernando","Farmacia","Buenos Aires","San Fernando","","3 De Febrero 1","1646","30-70700855-1","","Si","No"
"De Maria","Farmacia","Buenos Aires","San Fernando","","H Yrigoyen 2098","1648","30-71854995-3","","Si","Si"
"Farma 365 - Grupo Fabole","Farmacia","Buenos Aires","San Fernando","","Dr. René Favaloro 3395, B1644 Victoria, Provincia De Buenos Aires, Argentina","1609","33-71592897-9","","Si","Si"
"Farmacia Andreu","Farmacia","Buenos Aires","San Fernando","","CONSTITUCION 1286","1646","20-04686046-3","","No","No"
"Farmacia Bustelo","Farmacia","Buenos Aires","San Fernando","","PTE PERON AVDA. 1801","1646","33-71489172-9","","No","No"
"La Sante - Sanfar","Farmacia","Buenos Aires","San Fernando","","AV. HIPÓLITO YRIGOYEN 3636","1646","30-68861258-2","","Si","No"
"Savini","Farmacia","Buenos Aires","San Fernando","","Av. Sobremonte 299","1646","27-25558817-1","","Si","Si"
"Maga Shop Maly-Maga Shop Expres","Farmacia","Buenos Aires","San Francisco Solano","","AVENIDA 829 NÚMERO 4294","1846","30-71059700-2","","No","No"
"Palopoli Ana (Farmacia Palopoli)","Farmacia","Buenos Aires","San Francisco Solano","","AVDA.844 NUMERO 600","1846","20-10611896-6","","Si","No"
"Asame","Farmacia","Buenos Aires","San Isidro","","Avenida Fondo de la Legua 2889","1607","27-16495851-0","","No","No"
"Farma 365 - Iglesia","Farmacia","Buenos Aires","San Isidro","","Av. Juan Segundo Fernández 105","1642","30-71159889-4","","No","No"
"Farmacia Añon","Farmacia","Buenos Aires","San Isidro","","ROLON 138","1642","27-21509254-8","","Si","No"
"Farmacia De La Costa","Farmacia","Buenos Aires","San Isidro","","PEDRO DE MENDOZA 635","1642","30-71584306-0","","No","No"
"Farmacia Fabris","Farmacia","Buenos Aires","San Isidro","","CAR, Avenida Centenario 448, San Isidro, Provincia de Buenos Aires, Argentina","B1642CAR","23-17477311-4","","Si","Si"
"Farmacia Sindical","Farmacia","Buenos Aires","San Isidro","","Cosme Beccar 446","1642","30-61411665-6","","Si","Si"
"Farmacia Walker ","Farmacia","Buenos Aires","San Isidro","","Martin y Omar 487, San Isidro, Provincia de Buenos Aires, Argentina","1642","30-68635444-6","","Si","Si"
"Farmaplus 21 Las Lomas I","Farmacia","Buenos Aires","San Isidro","","AV. DIEGO CARMAN 539","1642","30-70716326-3","","No","No"
"Farmaplus 23 Las Lomas Iii","Farmacia","Buenos Aires","San Isidro","","Avenida Centenario 700","1642","30-70966661-0","","No","No"
"Salud Global-Garcilazo Gustavo A.","Farmacia","Buenos Aires","San Isidro","","Avenida Fondo de la Legua 872, Villa Adelina, Provincia de Buenos Aires, Argentina","1642","33-71442000-9","","Si","No"
"Selma Antonello","Farmacia","Buenos Aires","San Isidro","","9 DE JULIO 329","1642","30-68638733-6","","No","No"
"Selma San Isidro","Farmacia","Buenos Aires","San Isidro","","Avenida Centenario 300","1642","33-70817613-9","","No","No"
"Vacunatorio Fundacion Doctor Mario Socolinsky Actis (Proteger Vacunacion)","Vacunatorio","Buenos Aires","San Isidro","","ACTIS 555","1642","30-65282353-6","","Si","No"
"Vacunatorio Previvax Siccentro","Vacunatorio","Buenos Aires","San Isidro","","MARTIN Y OMAR 352","1642","30-71441776-9","","Si","No"
"Vacunatorio Vacunar Sede Las Lomas","Vacunatorio","Buenos Aires","San Isidro","","MONSEÑOR MAGLIANO 3041","1642","30-70730135-6","","Si","No"
"Pasos","Farmacia","Buenos Aires","San Jose","","Av. Tte. Gral. Donato Álvarez 1608,","","30-71749754-2","","Si","Si"
"Central Oeste San Justo","Farmacia","Buenos Aires","San Justo","","AV. DR A ILLIA 2302","1754","30-71475698-9","","No","No"
"Central Oeste San Justo","Farmacia","Buenos Aires","San Justo","","Comisionado Jose Indart 2593","7118","30-71749145-5","","No","No"
"Farmacia Moscovich","Farmacia","Buenos Aires","San Justo","","HIPOLITO YRIGOYEN 2305","1754","27-17933625-7","","Si","Si"
"Farmily Castro","Farmacia","Buenos Aires","San Justo","","Tomás Justo Villegas 2661","1754","30-71761758-0","","No","No"
"Nueva Caba ","Farmacia","Buenos Aires","San Justo","","M Santamaria 2665","1765","30-70833868-7","","Si","No"
"Vilela Arieta","Farmacia","Buenos Aires","San Justo","","Av. Dr. Ignacio Arieta 3230, San Justo, Provincia de Buenos Aires, Argentina","B1754AQF","30-57161462-2","","Si","Si"
"Vilela Bodrum","Farmacia","Buenos Aires","San Justo","","Pres. Juan Domingo Perón 3298, B1754 San Justo, Provincia de Buenos Aires","1754","30-71659892-2","","No","No"
"Vilela Nuevo Milenio","Farmacia","Buenos Aires","San Justo","","Av. Dr. Ignacio Arieta 3570","1754","30-70348048-5","","Si","Si"
"Vilela Pasteur San Justo","Farmacia","Buenos Aires","San Justo","","Av. Pres. Dr. Arturo Umberto Illia 3199","1754","30-71417790-3","","Si","Si"
"Vilela Plaza San Justo","Farmacia","Buenos Aires","San Justo","","Perú 2538, San Justo, Provincia de Buenos Aires, Argentina","O1754ZZZ","30-69413212-6","","No","No"
"Farmacia D'Auro","Farmacia","Buenos Aires","San Manuel","","Belgrano 200 Esquina Rivadavia","7007","27-23229175-9","","Si","Si"
"Adelina Hue","Farmacia","Buenos Aires","San Martin","","Av. Ricardo Balbín 3129","1651","30-71547847-8","","Si","No"
"Alvear De V. Ballester","Farmacia","Buenos Aires","San Martin","","Alvear 2800","1653","30-71028187-4","","Si","Si"
"Belgrano","Farmacia","Buenos Aires","San Martin","","Belgrano 3302","1650","30-53066099-7","","No","No"
"Del Progreso","Farmacia","Buenos Aires","San Martin","","Mart N, Matheu 4459","1650","30-69625794-5","","No","No"
"Faerbri Ambas De San Martin","Farmacia","Buenos Aires","San Martin","","Gral. Roca 1782","1650","33-71559480-9","","Si","No"
"Farmacia Central Del Ferrocarril","Farmacia","Buenos Aires","San Martin","","Belgrano 3202","1650","30-70972158-1","","Si","No"
"Farmacia Goldin","Farmacia","Buenos Aires","San Martin","","Necochea 2038","1650","27-17539796-0","","No","No"
"Farmacia Gremial Sutiaga","Farmacia","Buenos Aires","San Martin","","18 DE DICIEMBRE 2053","1650","34-54423666-2","","Si","Si"
"Farmacia Nueva Pascual","Farmacia","Buenos Aires","San Martin","","Belgrano 3600","1650","33-71120134-9","","Si","No"
"Farmacia Raspo San Martin","Farmacia","Buenos Aires","San Martin","","Félix Ballester 2200","1650","30-70805380-1","","No","No"
"La Sante - Nobleza","Farmacia","Buenos Aires","San Martin","","Avenida Del Libertador General San Martín 420","1650","30-68478368-4","","Si","No"
"Nueva Teran","Farmacia","Buenos Aires","San Martin","","SAN LORENZO 2200","1650","30-70975586-9","","No","No"
"Republica Nueva Libano","Farmacia","Buenos Aires","San Martin","","Av. República del Líbano 4113","1672","30-71540784-8","","Si","No"
"Villa Billinghurst","Farmacia","Buenos Aires","San Martin","","Moreno 4106","1650","30-71496147-7","","Si","No"
"Central Oeste San Miguel","Farmacia","Buenos Aires","San Miguel","","LEANDRO N ALEM1696","1663","33-71432261-9","","No","No"
"Farmacia Alcaraz","Farmacia","Buenos Aires","San Miguel","","Muñoz 2711,","1663","30-71832676-8","","Si","Si"
"Farmacia Gaspar Campos","Farmacia","Buenos Aires","San Miguel","","Av. Dr. Ricardo Balbín 2506","1663","27-14435465-1","","No","No"
"Farmacia Muscolini","Farmacia","Buenos Aires","San Miguel","","PRESIDENTE PERON AVDA. 1284","1663","23-17273866-4","","Si","Si"
"Farmacia Raspo San Miguel","Farmacia","Buenos Aires","San Miguel","","Avenida Doctor Ricardo Balbín 855","1663","30-71336510-2","","Si","Si"
"Farmacia Said","Farmacia","Buenos Aires","San Miguel","","PERON AVDA. 1874","1663","20-11499081-8","","Si","Si"
"Farmacia Social Del Aguila","Farmacia","Buenos Aires","San Miguel","","Av. Dr. Ricardo Balbín 1346","B1663NDN","30-68872153-5","","No","No"
"Farmacia Tonella","Farmacia","Buenos Aires","San Miguel","","Maestro Ángel D'elía 1240","1663","30-71794564-2","","No","No"
"Lai 1 Scs","Farmacia","Buenos Aires","San Miguel","","Av. Pte. J. D. Perón 2097,","1663","30-71734933-0","","Si","Si"
