https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link,Tipo,Provincia,Localidad,Barrio,Domicilio,Cód. Postal,Cuit,Telefono,Ap.Vacuna,Ap.Vacuna Menor
Farmacia Ferrando,Farmacia,Buenos Aires,La Plata,,"Calle 33 596, La Plata, Provincia de Buenos Aires, Argentina596",1900,30-71126036-2,(0221)425-7449,No,No
Farmaplus 21 Las Lomas I,Farmacia,Buenos Aires,San Isidro,,AV. DIEGO CARMAN 539,1642,30-70716326-3,(011)4765-6089,No,No
Farmaplus Sucursal 20 Flores,Farmacia,Capital Federal,Capital Federal,FLORES,Avenida Rivadavia 6854,1406,30-70869087-9,(011)4613-6766,No,No
Carcacha Cagliero,Farmacia,Santa Fe,Rosario,,"Rueda 2478 Sur,",2000,30-71798676-4,3412 14-6571,No,No
La Esquina 25 De Mayo,Farmacia,Santiago Del Estero,Santiago Del Estero,,CALLE 25 DE MAYO 150,4200,30-70918938-3,(0385)-4213861 /(0385)-4218668 CONTACTO ÁGIL,No,No
Farmacia De La Santa Cruz I,Farmacia,Mendoza,Lujan De Cuyo,,"Sáenz Peña 273, Luján de Cuyo, Mendoza, Argentina",5507,27-06667522-5,(0261) 4980946,No,No
Farmacia De La Santa Cruz Ii,Farmacia,Mendoza,Lujan De Cuyo,,"San Martín 504, Luján de Cuyo, Mendoza, Argentina",5507,27-06667522-5,(0261) 4985682,No,No
Farmacia Belgrano,Farmacia,Santiago Del Estero,La Banda,,BELGRANO 141,4300,33-69976502-9,(0385)-4277767 / (0385)-4218668 CONTACTO AGIL,No,No
Farmacia Afinidad Social,Farmacia,Buenos Aires,Moreno,,Joly 2597,1744,30-70738010-8,(0237) 4661978,No,No
La Esquina Ii,Farmacia,Santiago Del Estero,Santiago Del Estero,,LIBERTAD 629,4200,30-70913086-9,(0385)-4213861 (0385)-4218668 CONTACTO ÁGIL,No,No
Farmaplus Clinicas 17 ,Farmacia,Capital Federal,Capital Federal,RECOLETA,Avenida Córdoba 2501,1120,30-70743034-2,(011)4961-1415,No,No
Zeppa,Farmacia,Buenos Aires,Pergamino,,Blvd. Florencio Sánchez 1050,2700,27-22025452-1,2477442701,No,No
Farmaplus 16 (nuñez),Farmacia,Capital Federal,Capital Federal,NUÑEZ,Avenida Cabildo 3834,1429,30-70831259-9,(011) 47029497,No,No
Inda,Farmacia,Cordoba,Cruz Del Eje,,"Felix Caceres, Juan José Castelli Y, X5280 Cruz Del Eje, Córdoba",,27-07951677-0,03549-422508,No,No
Farmacia La Union,Farmacia,Tucuman,San Miguel De Tucuman,CENTRO,San Martín 623,4000,30-56248643-3,(0381) 4219296/98,No,No
Fcia. La Union Yerba Buena,Farmacia,Tucuman,Yerba Buena,YERBA BUENA,Avenida Aconquija 1931,T4107CEG,30-70237740-0,(0381) 4254730,Si,No
Fcia. La Union Del Mercado,Farmacia,Tucuman,San Miguel De Tucuman,CENTRO,Maipú 198,T4000IMD,27-01730299-5,(0381) 4526060,Si,No
Fcia. La Union Barrio Norte,Farmacia,Tucuman,San Miguel De Tucuman,CENTRO,25 de Mayo 653,T4000IIM,30-56248643-3,(0381) 4308661,No,No
Farmacia Riadigos Jbj,Farmacia,Buenos Aires,Mar Del Plata,PRIMERA JUNTA,Córdoba 4595,7602,30-70753872-0,(0223)495-3022/3023,No,No
Farmacia Riadigos Alem,Farmacia,Buenos Aires,Mar Del Plata,PLAYA GRANDE,Leandro N. Alem 3777,7602,30-70153514-2,(0223)486-3868,No,No
Farmacia Riadigos Mrl,Farmacia,Buenos Aires,Mar Del Plata,PARQUE LURO,Avenida Constitución 4793,7600,30-70707236-5,(0223)471-3000,No,No
Farmacia Riadigos Diagonal,Farmacia,Buenos Aires,Mar Del Plata,CENTRO,Rivadavia 2960,7600,30-70067831-4,(0223)494-1241,No,No
Riadigos Guemes,Farmacia,Buenos Aires,Mar Del Plata,,Castelli 1309,7000,20-14319223-8,(0223)451-8537,No,No
La Esquina Belgrano Centro,Farmacia,Santiago Del Estero,La Banda,,SARMIENTO 201,4300,33-69976502-9,(0385)-4218668,Si,No
Previley 1 - Suc Ramos,Farmacia,Buenos Aires,Mar Del Plata,,J.P. RAMOS AVDA.2413,7608,30-69262395-5,(0223)4813589,No,No
Hp Jockey,Farmacia,Cordoba,Cordoba,,Elias Yofre 1050 (paseo Del Jockey),5014,30-54602252-4,(0351) 5540136,No,No
Centenario Iii,Farmacia,Entre Rios,Villa Elisa,,ESTRADA 1644,3265,30-71597925-6,3447481207,Si,No
Farmacia Amemt Iii,Farmacia,Buenos Aires,Tandil,,4 DE ABRIL 1099 ,,30-64125329-0,(02494) 440543,Si,No
Farmacia Brikman,Farmacia,Buenos Aires,Ramos Mejia,,BALCARCE 1197,1704,23-14102216-4,(011-4653-0355,Si,Si
Suiza,Farmacia,Capital Federal,Capital Federal,BELGRANO,"Jerónimo Salguero 3080, DFO, Buenos Aires, Argentina",1425,30-71020377-2,(011)4801-3788,No,No
Casa,Farmacia,Santa Fe,Rosario,,Baigorria 1710,2000,27-11445660-3,(0341) 4559753,No,No
Roncoroni,Farmacia,Buenos Aires,Lujan,,Dr. Muñiz 355,6700,27-16357222-8,(02323) 434656,No,No
Sagrada Familia,Farmacia,San Luis,Villa Mercedes,5730,Av. Mitre 654,5732,20-26467711-5,(02657) 429944,No,No
Arminchiardi,Farmacia,Santa Fe,Santa Isabel,,Mitre 1201 ,2605,23-06080231-9,(03462) 490042,No,No
Caparroz,Farmacia,Buenos Aires,Lujan,,RUTA 192 N°1987 ENTRE LOS OMBUES Y LAS MARGARITAS ,6702,27-22647145-1,(02323) 440310,No,No
Pacheco,Farmacia,Buenos Aires,Olavarria,,Av. Pellegrini 3194,7400,23-24813811-4,(02284) 427294,Si,No
Nuevafarma,Farmacia,Cordoba,Cordoba,,Obispo Salguero 778,5001,27-34855683-0,(0351) 4683748,Si,No
Castellari De Rinconez,Farmacia,Cordoba,Rio Tercero,,Sarmiento Esquina Alsina,5850,27-16070724-6,(03571) 423859,No,No
 Fasolis Aicardi,Farmacia,Cordoba,James Craik,,Bv Sabattini Entre Cordoba y Pasteur,5984,27-22996352-5,(0353) 4194700,Si,No
Salvucci,Farmacia,Santa Fe,Totoras,,9 de julio 1253,2144,20-21578137-3,(03476) 460169,No,No
Farmacia Rodo,Farmacia,Capital Federal,Capital Federal,Caballito,AVENIDA DIAZ VELEZ 5402,1405,30-70883732-2,15 59 55 7503,Si,No
Francia Ii,Farmacia,Entre Rios,Colon,,12 DE ABRIL 349,3280,33-67076587-9,(03447) 428794,Si,No
Julian Alvarez,Farmacia,Capital Federal,Capital Federal,PALERMO,JULIAN ALVAREZ 601,1414,33-69454615-9,(011) 48573733,Si,No
Soy Del Alto,Farmacia,Buenos Aires,Sarandi,,General Güemes 850,1870,33-70913936-9,(011)4203-4895,Si,No
Moreno,Farmacia,Tierra Del Fuego,Rio Grande,,LUISA ROSSO 412,9420,20-11266158-2,(02964)421-092,No,No
S.m.a.l. S.c.s.,Farmacia,Buenos Aires,Pilar,,"Colectora Oeste 12 De Octubre 1453 Panamericana Ramal Pilar Km 52,5",1629,27-21786697-4,1158973694,Si,Si
Farmaki,Farmacia,Capital Federal,Capital Federal,SAN NICOLAS,AVENIDA DE MAYO 675,1084,30-70831464-8,(011)4342-5145,No,No
Farmacia Ambar Bancaria - Bancaria2,Farmacia,Rio Negro,General Roca,,25 DE MAYO 864,8332,30-70852385-9,(0298) 4427795,No,No
Previley 2 - Suc Serrat,Farmacia,Buenos Aires,Mar Del Plata,,12 DE OCTUBRE 3792,7600,30-71656738-5,(0223)4804756,No,No
Del Plata I,Farmacia,Mendoza,Mendoza,,"Avenida San Martín 3598, Mendoza, Provincia de Mendoza, Argentina",5500,20-17640157-6,(0261)437-4303,No,No
Del Plata Ii,Farmacia,Mendoza,Mendoza,,"Avenida San Martín 2739, Mendoza, Provincia de Mendoza, Argentina",5500,20-17640157-6,(0261)437-7002/437-0303,No,No
Del Plata Iii,Farmacia,Mendoza,Mendoza,,"Paso de los Andes 95, Mendoza, Provincia de Mendoza, Argentina",5500,20-17640157-6,(0261)428-30582,No,No
Del Plata Iv,Farmacia,Mendoza,Godoy Cruz,,"Perito Moreno & Azopardo, Godoy Cruz, Provincia de Mendoza, Argentina",5500,20-17640157-6,(0261)435-0202,No,No
Del Plata V,Farmacia,Mendoza,Las Heras,,"Doctor Moreno & Belgrano, Las Heras, Provincia de Mendoza, Argentina",5539,20-17640157-6,(0261)430-0273,No,No
Del Plata Vi,Farmacia,Mendoza,Mendoza,,"Avenida España 995, Mendoza, Argentina",5500,20-17640157-6,(0261)425-5550,No,No
Del Plata Vii,Farmacia,Mendoza,Mendoza,,"San Juan & Lavalle, Capital, Mendoza, Argentina",5500,20-17640157-6,(0261)425-5461,No,No
Del Plata Viii,Farmacia,Mendoza,Maipu,,"Ozamis 737, Maipú, Provincia de Mendoza, Argentina",5515,20-17640157-6,(0261)481-1594,No,No
Del Plata X,Farmacia,Mendoza,Mendoza,,"Avenida España 1116, Mendoza, Argentina",5500,20-17640157-6,(0261)423-1803,No,No
Del Plata Econo H. Central,Farmacia,Mendoza,Mendoza,,L. N. Alem 491,5500,20-17640157-6,(0261)423-1176,No,No
Del Plata Econo Las Heras,Farmacia,Mendoza,Las Heras,,"Avenida San Martín 2387, Mendoza, Provincia de Mendoza, Argentina",5539,20-17640157-6,(0261)448-3097,No,No
Del Plata Econo Maipu,Farmacia,Mendoza,Maipu,,"Pablo Pescara 265, Maipú, Provincia de Mendoza, Argentina",5515,30-70849176-0,(0261)481-3450,No,No
Del Plata Econo San Martin,Farmacia,Mendoza,San Martin,,"Las Heras 88, San Martín, Provincia de Mendoza, Argentina",5570,30-70848976-6,(0263)442-0255,No,No
La Jirafa (Del Plata),Farmacia,Mendoza,Lujan De Cuyo,,"Balcarce & San Martín, Luján de Cuyo, Provincia de Mendoza, Argentina",5507,30-71040259-7,(0261)498-1118,No,No
Marozzi,Farmacia,Santa Fe,Pujato,,BOULEVARD CRISTOBAL COLON 928,2122,23-22210344-4,03464-494940,No,No
Vacunatorio Instituto Del Niño,Vacunatorio,Santa Fe,Rosario,Rosario,Entre Rios 1647,2000,30-52151558-5,(0341) 4263557,Si,No
Agostini,Farmacia,Buenos Aires,City Bell,,Camino centenario y diagonal 92,1896,27-02040757-9,2215013984,No,No
Farmacia Avenida Olmos,Farmacia,Buenos Aires,La Plata,,CALLE 44 N. 5315,6720,27-26250097-2,2214963822,No,No
Farmacia Amadeo,Farmacia,Cordoba,Cordoba,,Avenida Sabattini 2648,5014,27-22774617-9,3513613684,No,No
Farmacia Kraus,Farmacia,Buenos Aires,Garin,,Belgrano 380 entre Lamberti i Sullings,1619,20-23560139-8,3484477562,Si,Si
Farmacia Mascardi,Farmacia,Buenos Aires,San Andres De Giles,,Urquiza 1073,6720,20-22257774-9,02325-440183,No,No
Farmacia Rojas,Farmacia,Santa Fe,San Lorenzo,,Sargento Cabral 552 ,2200,27-18244669-1,03476 428915,No,No
Cogliati,Farmacia,Buenos Aires,Moron,,Belgrano 294,1708,27-03976552-2,(011) 46271771,No,No
Amherdt,Farmacia,Santa Fe,Santa Fe,,Saavedra 2499,3000,20-17027902-7,(0342) 4439408,No,No
Muñoz,Farmacia,Mendoza,San Rafael,,Hipolito Yrigoyen 522,5600,27-12518936-4,(0260) 4422197,No,No
Oliveri,Farmacia,Buenos Aires,Mar Del Plata,,Av. Luro 4102,7600,23-21786632-4,(0223) 4720408,No,No
Agostino,Farmacia,Buenos Aires,La Plata,,Calle 7 N 705,1900,20-28414886-0,(0221) 4891266,No,No
 Rodriguez,Farmacia,Santa Fe,Pujato,,Jorge R. Rodriguez 943,2122,27-14904755-2,(03464) 494367,No,No
Panero De Bosetti I,Farmacia,Cordoba,Arroyito,,Mariano Moreno 1960 ,2434,23-14036704-4,(0356) 4573111,No,No
Farmaservis - Corbella De Grau,Farmacia,Cordoba,Cordoba,,Mariano Fragueiro 1394 ,5000,27-14359178-1,(0351) 4727779,Si,Si
 Del Pueblo I ,Farmacia,Entre Rios,La Paz,,Saenz Peña 1212,3190,27-20798318-2,(03437) 423575 / 424124,No,No
 Ezpeleta,Farmacia,Buenos Aires,Ezpeleta,,Av San Martin 5535,1882,30-70916486-0,(011) 1554970734,No,No
Loma Verde,Farmacia,Buenos Aires,Loma Verde,,Lateral España y calle 117,1625,27-31723528-9,(0348) 4495081,No,No
Maga Shop Varela,Farmacia,Buenos Aires,Florencio Varela,,Monteagudo 3101,1888,30-71187887-0,(011) 42552007,No,No
Maga Shop Moreno ,Farmacia,Buenos Aires,Quilmes,,Moreno 745,1878,30-71168693-9,(011) 26203178,Si,No
Central Munro,Farmacia,Buenos Aires,Munro,,Vélez Sársfield 4164,1605,30-69512049-0,(011) 4756-2837,No,No
Vantage - Farma Up,Farmacia,Buenos Aires,Tigre,,Avenida Agustín M. García 7353,1648,33-70902144-9,(03327) 484435,No,No
Farmacia Cesar Luis Ballarin,Farmacia,Capital Federal,Capital Federal,FLORES,Avenida Avellaneda 2014,1406,20-12849112-1,(011)4633-0733,No,No
Magadan,Farmacia,Buenos Aires,Berazategui,,Av. 14 N° 4325,1884,30-71588312-7,(011) 4256-9518,No,No
Farmacia Ambar Bancaria - Villa Regina,Farmacia,Rio Negro,Villa Regina,,LAS HERAS 167,8336,30-70852385-9,(0298) 4464979,No,No
Farmacia Ambar Bancaria - Cipolletti,Farmacia,Rio Negro,Cipolletti,,ROCA 865,8324,30-70852385-9,(0299) 4770025,No,No
Mb Scs (Mutual De Bomberos),Farmacia,Buenos Aires,Escobar,,"Juan P. Asborno 498, Belén de Escobar, Provincia de Buenos Aires, Argentina",B1625FZL,30-70933158-9,(0348)442-0758,No,No
Farmacia Carbone,Farmacia,Buenos Aires,Ramos Mejia,,Brandsen 1081 ,1704,27-17759683-9,44436873,No,No
Farmacia Ambar Bancaria - Cinco Saltos,Farmacia,Rio Negro,Cinco Saltos,,25 DE MAYO 25,8303,30-70852385-9,(0299) 4980029,No,No
Polini Santa Sylvina,Farmacia,Chaco,Santa Sylvina,,SAN MARTÍN 298,3542,20-20264162-9,(03735)492-399,No,No
Farmabelen Suc. Luro,Farmacia,Capital Federal,Capital Federal,VILLA LURO,"Av. Rivadavia 9626, C1203aas, C1407 Cdad. Autónoma De Buenos Aires",1407,30-68969204-0,(011) 46837155 / 46019970,No,No
Farmabelen Suc. Riestra,Farmacia,Capital Federal,Capital Federal,VILLA LUGANO,Av. Riestra 5701,1439,30-71221497-6,(011) 44426115 / 46019969,No,No
Farmabelen Suc. Murguiondo,Farmacia,Capital Federal,Capital Federal,VILLA LUGANO,Murguiondo 4064,1439,30-68969204-0,(011) 46019669 / 46019969,No,No
Farmabelen Suc. Chilavert,Farmacia,Capital Federal,Capital Federal,VILLA RIACHUELO,Coronel Martiniano Chilavert 6364,1439,30-71221497-6,(011) 46053010 / 46019969,No,No
Farmabelen Suc. Alberdi,Farmacia,Capital Federal,Capital Federal,MATADEROS,Av. Juan Bautista Alberdi 6151,1440,30-70885544-4,(011) 46874767 / 46019969,No,No
Farmabelen Suc. Cordero,Farmacia,Buenos Aires,Villa Celina,,Olavarría 2230,1772,30-70734882-4,(011) 44426115 / 46019969,No,No
Vazquez,Farmacia,Rio Negro,Villa Regina,,Sarmiento 121,8336,20-24078368-2,(0298)4464145,Si,No
Farmacia Integral Srl,Farmacia,Salta,Salta,,"Av. Del Bicentenario De La Batalla De Salta 23, A4400 Salta",,33-70851356-9,(0387) 421 3700,No,No
Bauza-Farmcia Pharmaluro Scs,Farmacia,Buenos Aires,Mar Del Plata,CENTRO,PEATONAL SAN MARTIN 2726,7600,33-70893106-9,(0223)494-4001,No,No
Bauza-Farmacia Vizcay Scs,Farmacia,Buenos Aires,Mar Del Plata,PLAYA GRANDE,Leandro N. Alem 3565,7600,30-70943841-3,(0223)486-4449,No,No
Bauza-Farmacia Pharmadiet Scs,Farmacia,Buenos Aires,Mar Del Plata,LOS TRONCOS,Güemes 3185,7600,30-70839101-4,(0223)410-1222,No,No
Bauza-Farmacia Pharmagap,Farmacia,Buenos Aires,Mar Del Plata,CENTRO,"Rivadavia 3201, Mar del Plata, Provincia de Buenos Aires, Argentina",7600,30-70804619-8,(0223)495-0011,No,No
Beccacece,Farmacia,Buenos Aires,Mar Del Plata,,Belgrano 3113,6000,23-22235678-4,(0223)5021902,No,No
Bauza-Farmacia Social Luro Scs,Farmacia,Buenos Aires,Mar Del Plata,CENTRO,"Avenida Pedro Luro 3499, Mar del Plata, Provincia de Buenos Aires, Argentina",7600,30-70065675-2,(0223)473-0287,No,No
Bauza-Farmacia Bauza Ii Scs,Farmacia,Buenos Aires,Mar Del Plata,CENTRO,"Rivadavia 2320, Mar del Plata, Provincia de Buenos Aires, Argentina",7600,30-70721887-4,(0223)491-0058,No,No
Bauza-Terminal Mdq Scs,Farmacia,Buenos Aires,Mar Del Plata,,"Alberti 1601, Mar del Plata, Provincia de Buenos Aires, Argentina",7600,30-71133926-0,(0223)-451-2701,No,No
Farmacia Crivaro,Farmacia,Buenos Aires,La Plata,,Calle 63 N 748 1/2,1904,30-71154201-5,(0221) 4573957,No,No
Farmacia Velez Sarsfield,Farmacia,Entre Rios,Concordia,,VELEZ SARFIELD 248,3200,23-05487141-4,(0345) 4213356,No,No
Uom (Lanus Yrigoyen),Farmacia,Buenos Aires,Lanus,,"Avenida Hipolito Yrigoyen 4414, Lanús, Provincia de Buenos Aires, Argentina",1824,30-69418699-4,(011)4240-5006,No,No
Uom (Lanus Moderna),Farmacia,Buenos Aires,Lanus,,"Avenida 9 de Julio 1352, Lanús Este, Provincia de Buenos Aires, Argentina",1824,30-70946839-8,(011)4741-7769,No,No
Rubbo,Farmacia,Buenos Aires,Berazategui,,C. 7 A Nº 4963,1884,20-31597059-9,(011)42568345,Si,No
Nueva Incaica,Farmacia,Capital Federal,Capital Federal,VILLA DEL PARQUE,BEIRO AVDA. 3160,1417,20-16131592-4,(011)4502-1300,No,No
Farmacia Del Sur,Farmacia,Buenos Aires,Lanus,,HIPÓLITO YRIGOYEN 4401,1824,30-58570436-5,(011) 4241-2017,No,No
Benedetto ,Farmacia,Buenos Aires,Berazategui,,CALLE 14 NRO. 4998,1884,30-70974978-8,(011)4256-2336,No,No
Nueva Viels,Farmacia,Capital Federal,Capital Federal,,Formosa 302,1424,20-16985063-2,1134424636,No,No
Alberici,Farmacia,Cordoba,Elena,,San Juan 72 San Juan,5815,27-33851041-7,3584881886,Si,No
Hp Farma Recta,Farmacia,Cordoba,Cordoba,,Av Recta Martinoli 5284 ,5147,30-54602252-4,(0351) 5235899,No,No
Farmacia Urquiza,Farmacia,Mendoza,San Rafael,,GRAL URQUIZA 240,5602,27-24866987-5,260 433-1968,No,No
Salud Global-Garcilazo Gustavo A.,Farmacia,Buenos Aires,San Isidro,,"Avenida Fondo de la Legua 872, Villa Adelina, Provincia de Buenos Aires, Argentina",1642,33-71442000-9,(011)4836-1122,No,No
Farmatina,Farmacia,Cordoba,Cordoba,,"Av. Florencio Parravicini 2515, Córdoba",5001,27-27246716-7,(0351) 5230567,No,No
Magashop Nueva Esquina,Farmacia,Buenos Aires,Lanus,,MAXIMO PAZ 1084,1824,30-71480756-7,(011)4262-3149,No,No
Farmatina Ii,Farmacia,Cordoba,Cordoba,,"Javier Lascano Colodrero 2551,",5000,27-27246716-7,(0351) 4760143,Si,Si
Farmacia Sindical,Farmacia,Buenos Aires,San Isidro,,Cosme Beccar 446,1642,30-61411665-6,0264-6303605,Si,Si
Nuevo Río Ceballos,Farmacia,Cordoba,Rio Ceballos,,E53 Km 19 Local 4,5111,30-71408887-1,(0354) 3534588,No,No
Farmacia San Ramon S.A (San Ramon),Farmacia,Mendoza,Mendoza,,"Avenida Colón 160, Mendoza, Argentina",5500,30-63993693-3,(0261) 4237078 / 4237635 / 5089007 (agil),No,No
Farmalife Posadas,Farmacia,Misiones,Posadas,,Ayacucho 2488,3300,30-71502477-9,(0379) 4468111 / 4155933,No,No
Farmacia Bernasconi,Farmacia,Buenos Aires,Necochea,,Av. 10 Nro 3574,7630,27-16370208-3,0226-2515966,Si,Si
Mutual Luz Y Fuerza ,Farmacia,Santa Fe,Venado Tuerto,,Av. Estrugamou 1985,2600,30-70780080-8,(03462)431442,No,No
Silvane,Farmacia,Cordoba,Huinca Renanco,,Formosa 179,6270,20-38161957-6,0233-615426704,Si,Si
Farmacia San Pablo,Farmacia,Rio Negro,Cipolletti,,YRIGOYEN 1064,8324,30-62527417-2,(0299) 4784447,No,No
Farmacia Alem,Farmacia,Buenos Aires,Banfield,,"CED, Leandro N. Alem 1004, Banfield, Provincia de Buenos Aires, Argentina",1828,27-13059508-7,(011)4248-6100,No,No
Villegasperifarma,Farmacia,Entre Rios,Parana,,Blvr Artigas 2112 ,,30-71762915-5,(034) 46205151,Si,No
Farmacia Global Rivadavia,Farmacia,Neuquen,Neuquen,,RIVADAVIA 280,8300,33-71595203-9,(0299) 4306699,No,No
Villate,Farmacia,Buenos Aires,Quequen,,C. 517 1365,7631,27-26172037-5,(02262) 226467,Si,No
Bermudez,Farmacia,Buenos Aires,La Boca,,"Av. 38 N° 305, ",,27-06197933-1,(0221)4791563,Si,No
Farmacia Global Alpina San Martin),Farmacia,Neuquen,Neuquen,,San Martín 4305,8300,30-71436198-4,(0299) 4463330,No,No
Farmacia Sarti,Farmacia,Buenos Aires,La Plata,,"Avenida 38 751, La Plata, Provincia de Buenos Aires, Argentina",1900,20-21543308-1,(0221)482-3296,No,No
Farmacia Elicabe,Farmacia,Buenos Aires,La Plata,,CALLE 59 N 443,1900,30-68459642-6,(0221) 4241902 / 5637658,No,No
Olsina 2,Farmacia,Cordoba,Despeñaderos,,"Bv. Hipolito Yrigoyen 1051, X5121 Despeñaderos, Córdoba",5121,20-23110237-0,(03547) 325121,Si,No
Mastronardi,Farmacia,Buenos Aires,Virreyes,,Brandsen 2111,1645,20-14393974-0,(011) 47444185,Si,Si
Del Patio,Farmacia,Buenos Aires,Balcarce,,39 AVDA NUMERO 793,7620,30-66426321-8,(02266)422200,No,No
Dekari,Farmacia,Buenos Aires,Florida,,ALSINA 1799,1602,27-21714839-7,4791-2393 / 5491141625902,Si,No
Farmacia San Francisco 2,Farmacia,Entre Rios,Diamante,,Moreno 383,3105,27-20776585-1,(0343) 4163566,Si,No
Bar,Farmacia,Santa Fe,Esperanza,,Castelli 1028,3080,20-37329821-3,(03496) 15523225,Si,No
Tao Del Lago ,Farmacia,Rio Negro,San Carlos De Bariloche,,"Av. Exequiel Bustillo 8650-8682, San Carlos De Bariloche, Río Negro",8400,30-71587877-8,(0294) 4134003 (GOOGLE: 0294 4461087),Si,No
Farmacia Farmafe,Farmacia,Capital Federal,Capital Federal,PALERMO,AV. CORONEL DIAZ 2179,1435,30-58266425-7,(011) 4826-5597,Si,No
Farmacia Global La Rioja,Farmacia,Neuquen,Neuquen,,LA RIOJA 31,8300,33-71595203-9,(0299) 443-8839 / 15672-9301,No,No
San Lucas,Farmacia,Neuquen,Neuquen,,Gdor. Francisco Denis 454,8300,30-71559705-1,0299-4479713,Si,Si
Farmacia Nueva Fulchi,Farmacia,Buenos Aires,Longchamps,,Boulogne sur mer 1311,1854,27-22878119-9,1159631267,No,No
Farmacia La Botica De Berutti,Farmacia,Capital Federal,Capital Federal,RECOLETA,"Beruti 3300, Buenos Aires, Argentina",1425,30-60436007-9,(011) 48229180,No,No
Constitucion - Lasalle,Farmacia,Buenos Aires,Mar Del Plata,,CONSTITUCION AVDA. 6995,7600,30-71052236-3,(0223) 4716464,No,No
Farmacia Alvarez Villa De Mayo,Farmacia,Buenos Aires,Villa De Mayo,,Sucre 2359,1612,30-69651771-8,(011) 46600418,Si,No
Cecilia Soria,Farmacia,Buenos Aires,Pilar,,Av. Luis Lagomarsino 1910,1630,30-71665291-9,(011) 1578937410,Si,Si
Guidi,Farmacia,Buenos Aires,Camet,,C. Comodoro Rivadavia 4466,7612,27-29776585-5,0223 304-4912,No,No
Uom (Lanus San Juan),Farmacia,Buenos Aires,Valentin Alsina,,PRESIDENTE PERÓN AVDA. 2693,1882,30-70910845-6,(011)4208-3384,No,No
Buti Gel,Farmacia,Capital Federal,Capital Federal,ALMAGRO,"Presidente Juan Domingo Perón 3734, AAT, Buenos Aires, Argentina",1198,20-13677436-1,(011)4865-7741,No,No
Piergallini,Farmacia,Buenos Aires,Pergamino,,Blvd. Ameghino 2002,2002,27-20959052-8,2477-334467,No,No
Farmacia Central,Farmacia,Buenos Aires,Monte Chingolo,,Avenida Eva Perón 4556,1825,27-16966350-0,(011)4230-4006,No,No
Cretton,Farmacia,Santa Fe,Funes,,El Talero 3005,2132,27-36311987-0,(0341 ) 2799110,Si,No
Farmacity - Suc 367,Farmacia,Capital Federal,Capital Federal,,Junín 835,1113,30-69213874-7,011 1234 5678,No,No
Villegas - Villegas Ii ,Farmacia,Entre Rios,Parana,,Blas Parera 785,3100,30-71087303-4,(0343) 4344171,No,No
Villegas-Villegas I ,Farmacia,Entre Rios,Parana,,AVDA DON BOSCO 1505,3100,30-71087303-4,(0343) 4246573,No,No
Villegas-Villegas Iii,Farmacia,Entre Rios,Parana,,Avenida Pedro Zanni 1516,3100,30-71078771-5,(0343)-4364171,No,No
Villegas-Villegas V,Farmacia,Entre Rios,Parana,,Almte Guillermo Brown 552,3100,30-71078771-5,(0343) 4343695,No,No
Villegas-Villegas Vi,Farmacia,Entre Rios,Parana,,AVDA ZANNI y J NEWBERY,3100,30-71187438-7,(0343) 4363828,No,No
Constitucion - Pinos De Anchorena,Farmacia,Buenos Aires,Mar Del Plata,,CONSTITUCION AVDA. 6001,7600,30-70887932-7,(0223)471-0223/479-3333,Si,Si
Bogliolo,Farmacia,Buenos Aires,Chivilcoy,,Av 22 De Octubre 184,6620,27-22894141-2,(02346) 435111,No,No
Farmacity 355 - Moliere,Farmacia,Capital Federal,Capital Federal,,Av. Rivadavia 9801,1407,30-69213874-7,0,No,No
Central Oeste San Justo,Farmacia,Buenos Aires,San Justo,,Comisionado Jose Indart 2593,7118,30-71749145-5,(011) 44826325,No,No
Farmacia America,Farmacia,Tucuman,San Miguel De Tucuman,,JUNIN 691 - ESQUINA MARCOS PAZ,4000,30-71433671-8,(0381) 4300576,No,No
Nuestra Señora De Fátima,Farmacia,Buenos Aires,Junin,,Cnel. Suárez 367,6000,27-13054490-3,(02364) 447700,Si,No
Vietto ,Farmacia,Cordoba,Las Varillas,,Gral. Roca 52,5940,27-32520280-2,(03533) 420625,No,No
Farmacia Riadigos Alvarado,Farmacia,Buenos Aires,Mar Del Plata,,Alvarado 2798,7600,30-68561363-4,(0223)494-9377,No,No
Farmacia San Carlos,Farmacia,Capital Federal,Capital Federal,Devoto,AVENIDA FRANCISCO BEIRO 4594,1419,33-52773985-9,(011) 45020947,No,No
Pasteris 4,Farmacia,Cordoba,Rio Tercero,,"Esquina Domingo, José Ingenieros, D. Matheu 290",5850,27-20700434-6,(03571) 420657,No,No
Chenu,Farmacia,Buenos Aires,Florida,,"Avenida San Martín 2202, Buenos Aires, Argentina",1602,30-71454970-3,(011)4795-2195,Si,Si
Farmacia Nueva Victoria (Ex Microcentro),Farmacia,Capital Federal,Capital Federal,CABALLITO,Av. Angel Gallardo 964,1405,30-71076116-3,(011) 49829571,No,No
Leloir,Farmacia,Capital Federal,Capital Federal,RECOLETA,"Larrea 1249, ABI, Buenos Aires, Argentina",1117,33-60922078-9,(011)4826-9705,Si,No
Frassa,Farmacia,Cordoba,Oncativo,,Las Heras 253,5986,23-29879378-4,(03572) 458438,No,No
